Gene,overall_primate,class_primate,subtype_primate,meta-cluster_primate,overall_human_NHP,class_human_NHP,subtype_human_NHP,meta-cluster_human_NHP
TMEM41A,0.657384996,0.589637297,0.601493277,0.740169851,0.779945152,0.744665605,0.80207891,0.756847134
TMEM41B,0.868269639,0.989973461,0.939428521,0.84391012,0.738809271,0.992967091,0.99571833,0.969258669
TMEM42,0.48653574,0.651307502,0.806910828,0.550780255,0.516498585,0.733014862,0.848274947,0.560562633
TMEM43,0.770562633,0.820316702,0.928658882,0.928167021,0.912827318,0.948708422,0.979308209,0.950734253
TMEM44,0.968032555,0.978305025,0.980736023,0.741181883,0.990251238,0.994736377,0.993037863,0.847576079
TMEM45A,0.634366596,0.578747346,0.609361288,0.465178698,0.787517693,0.711885173,0.731595011,0.544214437
TMEM45B,0.713658882,0.673487261,0.861321656,0.754547063,0.722080679,0.766202229,0.925893489,0.838888889
TMEM47,0.999823071,1,0.999996461,0.998152866,0.999734607,1,1,0.998504954
TMEM50A,0.944844303,0.990996108,0.715408705,0.832482307,0.93911005,0.999115357,0.798186483,0.988110403
TMEM50B,0.889111819,0.775054848,0.724143666,0.7857431,0.936579972,0.778507608,0.74742569,0.91923213
TMEM51,0.930679406,0.883619958,0.966769285,0.915007077,0.955555556,0.858072364,0.939968153,0.970550248
TMEM52,0.856769285,0.933312102,0.953156405,0.831944444,0.963163482,0.910850142,0.982360226,0.959757608
TMEM52B,0.760318471,0.778579264,0.758400566,0.684067587,0.874239207,0.985182236,0.983519108,0.892374381
TMEM53,0.937349611,0.983526185,0.910797948,0.881588818,0.94938075,0.984041047,0.941980715,0.955210545
TMEM54,0.993648266,0.999324133,0.938865888,0.94702937,0.996549894,0.999982307,0.999026893,0.993922505
TMEM59,0.889377212,0.902692852,0.878257254,0.906252654,0.969815994,0.993250177,0.921443737,0.922850318
TMEM59L,0.827724699,0.826489738,0.77467799,0.615560863,0.841427813,0.912619427,0.913123673,0.546939137
TMEM60,0.679005662,0.654290517,0.660065464,0.663096249,0.654582449,0.579476292,0.708302371,0.544979653
TMEM61,0.605329087,0.521656051,0.534053432,0.621058033,0.739260439,0.652826433,0.600044232,0.720125619
TMEM62,0.888156405,0.926542817,0.908851734,0.885306086,0.938207714,0.989870842,0.993962314,0.928052017
TMEM63A,0.997972399,0.87767339,0.732248762,0.574980538,0.998372258,0.957669851,0.772735315,0.525004423
TMEM63B,0.884235669,0.95344126,0.993213022,0.929447983,0.964897381,0.993825195,0.997062987,0.987999823
TMEM63C,0.992158528,0.865599788,0.964143666,0.961070418,0.996629512,0.990768754,0.997151451,0.988375796
TMEM64,0.953729653,0.775122081,0.748535032,0.793331564,0.9514862,0.721346426,0.660129158,0.672593772
TMEM65,0.995845718,0.958142251,0.997579618,0.996868365,0.994585987,0.97928167,0.998283793,0.997292994
TMEM67,0.973899505,0.970205237,0.957466384,0.998598726,0.947142604,0.98383758,0.940706829,0.999097665
TMEM68,0.988099788,0.939295824,0.994416136,0.93079087,0.99460368,0.997496461,0.999345364,0.974075548
TMEM69,0.814685067,0.660417551,0.719039278,0.651296886,0.874522293,0.644608103,0.725420205,0.659018931
TMEM71,0.986500354,0.973977353,0.811824133,0.88413305,0.984996461,0.959562987,0.885155697,0.877176221
TMEM74,0.847038217,0.921321656,0.759585987,0.633225407,0.855962491,0.87512385,0.750274239,0.728618188
TMEM74B,0.996592357,0.94128804,0.984214437,0.831173036,0.998451875,0.963128096,0.986093418,0.870311394
TMEM79,0.688634112,0.747344303,0.762002831,0.476390658,0.808085633,0.876698514,0.906599434,0.513265216
TMEM80,0.544762916,0.566993984,0.492567233,0.529267516,0.741224345,0.753777424,0.596731246,0.724716914
TMEM81,0.868931352,0.865877565,0.793262562,0.750997877,0.898611111,0.925902335,0.827308917,0.792343418
TMEM82,0.659090587,0.743471338,0.834918613,0.687703468,0.671939137,0.675070771,0.8079839,0.704432059
TMEM86A,0.901489738,0.879187898,0.843772116,0.631962137,0.929378981,0.959049894,0.952180644,0.635120311
TMEM86B,0.837501769,0.615419321,0.680725407,0.688476645,0.92108988,0.786500354,0.776384466,0.74596603
TMEM87A,0.976408351,0.811323425,0.917034678,0.793329795,0.989003892,0.857886589,0.842082449,0.797890127
TMEM87B,0.667147912,0.636687898,0.765826256,0.806725053,0.777813163,0.76116419,0.859010085,0.752901628
TMEM88,0.80883581,0.8679954,0.928864119,0.760502477,0.78834041,0.878029901,0.990127389,0.828556263
TMEM89,0.536026185,0.585015924,0.664046355,0.679097665,0.528742038,0.357789278,0.816012031,0.795169851
TMEM8B,0.980240623,0.996748054,0.995527247,0.979631989,0.98886235,0.994647912,0.998089172,0.982824664
TMEM9,0.905021231,0.82158351,0.869219745,0.82858811,0.890463553,0.784558563,0.813778309,0.773938429
TMEM91,0.910038924,0.959886766,0.987438075,0.994861996,0.95918259,0.991277424,0.999601911,0.995426398
TMEM95,0.730686483,0.726673744,0.65487615,0.697569002,0.737093064,0.800513093,0.598708422,0.820682944
TMEM97,0.756058033,0.80606334,0.813573956,0.850958953,0.854193206,0.950893489,0.917268224,0.880299009
TMEM98,0.998768577,0.98121196,0.988021939,0.801518047,0.998478415,0.957616773,0.980599788,0.726702937
TMEM99,0.719508139,0.657390304,0.751546355,0.629263977,0.707333687,0.678560686,0.715375088,0.581391543
TMEM9B,0.881762208,0.855355626,0.88269816,0.80143489,0.814278132,0.719926575,0.803264331,0.573159943
TMF1,0.919639066,0.86170736,0.821208422,0.709720453,0.924088818,0.726433121,0.705347665,0.645996992
TMIE,0.789600142,0.871978061,0.973271408,0.834348903,0.856369427,0.929923036,0.962694621,0.939282555
TMIGD1,0.641825902,0.663039632,0.789000354,0.823152866,0.519081741,0.585093772,0.77084218,0.85048213
TMIGD2,0.737661005,0.829785916,0.911595895,0.746645435,0.759837226,0.951561394,0.975309625,0.844572718
TMIGD3,0.981259731,0.851725053,0.766742746,0.55777247,0.985456476,0.690105272,0.576375619,0.365153928
TMOD1,0.964985846,0.999217976,0.99930644,0.949304671,0.951804671,0.998420913,0.999044586,0.923642074
TMOD2,0.793156405,0.912047063,0.771257962,0.894196745,0.923398797,0.878733192,0.790733369,0.908351026
TMOD3,0.994709837,0.973476645,0.893973815,0.779911536,0.996134112,0.94595276,0.880210545,0.775022116
TMPO,0.985820948,0.989971691,0.94839172,0.929177282,0.992763623,0.999601911,0.938756192,0.957541578
TMPRSS11A,0.779235669,0.636397735,0.688305025,0.768871196,0.838977353,0.711363234,0.67243896,0.829980538
TMPRSS11B,0.602289455,0.61581564,0.612514154,0.678062633,0.707935244,0.748000708,0.807780432,0.918320948
TMPRSS11D,0.825007077,0.769217976,0.830417551,0.710806794,0.926282732,0.850928875,0.943440375,0.836031493
TMPRSS11E,0.645449398,0.705329087,0.569685067,0.601148266,0.675168082,0.675508669,0.531838287,0.73652247
TMPRSS11F,0.63552017,0.67992569,0.640337933,0.635589172,0.782333687,0.80381281,0.817675159,0.81986465
TMPRSS12,0.748906582,0.69611288,0.504299363,0.418184713,0.661871904,0.631926752,0.416830326,0.406365004
TMPRSS13,0.851227884,0.855389243,0.82482661,0.574564756,0.797292994,0.8735138,0.767807856,0.418869427
TMPRSS15,0.876889597,0.816328733,0.75037155,0.634246285,0.935093772,0.931019993,0.947102795,0.766710899
TMPRSS2,0.420127389,0.42673213,0.398036093,0.474285209,0.399106511,0.430064579,0.427707006,0.663526185
TMPRSS3,0.615318471,0.653697806,0.539465676,0.528547417,0.66665782,0.710244161,0.59435598,0.664822187
TMPRSS4,0.732041755,0.701602972,0.720212314,0.794637297,0.801601203,0.92403574,0.89485138,0.810279547
TMPRSS5,0.879961076,0.893795117,0.869577141,0.861346426,0.953529724,0.958634112,0.854241861,0.82488942
TMPRSS6,0.557501769,0.631723284,0.702974168,0.568287332,0.659156051,0.705303432,0.74754954,0.748805732
TMPRSS7,0.848067941,0.471850672,0.56004954,0.572519462,0.897929936,0.468073248,0.534315287,0.556342887
TMPRSS9,0.716309271,0.920560863,0.934412597,0.920974876,0.85145966,0.909748762,0.956564048,0.923142251
TMSB15A,0.702703468,0.780325548,0.735497169,0.73094126,0.826999292,0.978087403,0.960589172,0.952981246
TMSB15B,0.607445152,0.861277424,0.855203468,0.685884643,0.618497877,0.905268047,0.738756192,0.651999292
TMSB4X,0.966365888,0.999320594,0.996719745,0.994830149,0.987632696,0.999893843,0.999787686,0.999194975
TMTC2,0.995230007,1,0.999985846,0.997147912,0.996939137,1,1,0.999389597
TMTC3,0.647940552,0.68821833,0.83965322,0.882392074,0.871912597,0.889954883,0.951021762,0.95809448
TMTC4,0.946054494,0.993593418,0.999171975,0.997593772,0.988420028,0.999911536,0.999982307,0.999371904
TMUB1,0.849557679,0.678929582,0.795698868,0.813011323,0.85930644,0.62267339,0.775716561,0.843276716
TMUB2,0.904709837,0.901689667,0.917563694,0.758970276,0.943117481,0.985934183,0.967745931,0.761708245
TMX1,0.969596603,0.94143489,0.969451522,0.823296178,0.986854211,0.996523355,0.999442675,0.83469126
TMX2,0.701280962,0.622607926,0.651717976,0.55056971,0.565711253,0.331847134,0.557820241,0.489105626
TMX3,0.76121373,0.857211607,0.81633758,0.928062633,0.799601911,0.921567587,0.82929494,0.89621373
TMX4,0.705969568,0.661836518,0.807744161,0.937393843,0.852220453,0.772668967,0.828012208,0.960943029
TNC,0.857059448,0.854152512,0.770191083,0.611997523,0.91802017,0.897390304,0.914171975,0.796134112
TNF,0.980969568,0.945882873,0.923605803,0.70294586,0.986429582,0.971094303,0.973257254,0.888756192
TNFAIP1,0.943336872,0.969152512,0.81205414,0.834094126,0.965375088,0.988658882,0.88358988,0.965065464
TNFAIP2,0.877919321,0.931374735,0.803361642,0.557823779,0.85980184,0.969426752,0.904838995,0.713296178
TNFAIP3,0.925746638,0.865399858,0.926438429,0.946305732,0.932156759,0.890498938,0.965003539,0.912676929
TNFAIP6,0.952653928,0.824044586,0.791792286,0.634619604,0.962305379,0.939171975,0.941799363,0.633284678
TNFAIP8,0.983839349,0.934023355,0.920136235,0.675472399,0.987243454,0.942546886,0.97118719,0.77732661
TNFAIP8L1,0.911878981,0.742176221,0.583566879,0.743582803,0.944090587,0.763813694,0.658377565,0.703529724
TNFAIP8L3,0.999815994,0.998740269,0.999433829,0.957206299,0.999796532,0.99987615,1,0.986845364
TNFRSF10A,0.967162067,0.764785916,0.525665251,0.594690375,0.978901274,0.745386589,0.598460722,0.60368896
TNFRSF10B,0.97569356,0.851445506,0.78891012,0.71227707,0.954723992,0.784624912,0.756157113,0.726548125
TNFRSF11A,0.821128804,0.926514508,0.880723638,0.87811925,0.900778485,0.971196037,0.916370311,0.949747877
TNFRSF11B,0.815031847,0.843641189,0.752142604,0.78720276,0.882864473,0.934992038,0.87941879,0.842595541
TNFRSF13B,0.762515924,0.709987615,0.689679759,0.683151097,0.741383581,0.617502654,0.487548655,0.442737084
TNFRSF13C,0.652742392,0.831730361,0.805102619,0.811949752,0.70943029,0.865047771,0.894568294,0.780582095
TNFRSF14,0.954833687,0.872498231,0.848496108,0.931457891,0.952025832,0.923938429,0.883872965,0.891719745
TNFRSF19,0.857990092,0.877024062,0.930675867,0.92754954,0.966215499,0.984271054,0.99693029,0.953622611
TNFRSF1A,0.908113942,0.896406582,0.89014862,0.786245577,0.93076787,0.965498938,0.953467799,0.849137473
TNFRSF1B,0.962009908,0.70527247,0.630502477,0.431250885,0.965233546,0.812150566,0.639534678,0.492507077
TNFRSF21,0.982427459,0.999943383,0.999907997,0.999373673,0.983979122,1,1,0.999938075
TNFRSF25,0.909164897,0.953080326,0.946737438,0.899136589,0.94584218,0.94033528,0.874955768,0.922991861
TNFRSF4,0.569345364,0.642476999,0.754570064,0.551721515,0.602724699,0.761734784,0.913880042,0.755210545
TNFRSF8,0.756829441,0.703752654,0.71386058,0.617370842,0.777592003,0.53970276,0.611403043,0.502468153
TNFRSF9,0.556404812,0.487080679,0.592979476,0.561169498,0.695603326,0.693059979,0.757342534,0.719550602
TNFSF10,0.95517339,0.718115711,0.814538217,0.722754777,0.975813871,0.800437898,0.848863234,0.768869427
TNFSF11,0.861479122,0.662011677,0.693752654,0.664340057,0.939375442,0.773372258,0.805347665,0.766206653
TNFSF12,0.645948337,0.80497523,0.917744161,0.69588995,0.788756192,0.937278839,0.94398443,0.85097753
TNFSF13,0.856330502,0.631917905,0.767636235,0.618073248,0.892480538,0.540260085,0.728060863,0.540145081
TNFSF13B,0.902246992,0.941135881,0.878957891,0.882112527,0.921319887,0.998204176,0.98933121,0.978211253
TNFSF14,0.458411182,0.54655874,0.502666313,0.590582095,0.554263977,0.53270966,0.578361642,0.691228769
TNFSF15,0.541072187,0.507317764,0.663619958,0.649407289,0.669621373,0.777937013,0.924354211,0.657656582
TNFSF18,0.669734607,0.559421444,0.530394551,0.541847134,0.798982661,0.68773443,0.689278132,0.727441614
TNFSF4,0.77856334,0.813915428,0.672712314,0.584407289,0.81715322,0.75586518,0.610115888,0.523053786
TNFSF8,0.993945506,0.881127035,0.785221161,0.639884996,0.995054848,0.839866419,0.783757962,0.752366419
TNFSF9,0.587261146,0.619670913,0.633356334,0.641029724,0.752954706,0.822076256,0.803861465,0.67279724
TNIK,0.999929229,1,0.999897381,0.986305732,1,1,0.999964614,0.988570418
TNIP1,0.737841472,0.819835456,0.825649328,0.748467799,0.811482661,0.82206741,0.946142958,0.879830149
TNIP2,0.828375796,0.926753362,0.877914013,0.766272116,0.905051309,0.961018224,0.924955768,0.689030432
TNIP3,0.984865534,0.813775655,0.854853149,0.868361642,0.995143312,0.936226115,0.958138712,0.967237261
TNK1,0.862116065,0.679642604,0.837050602,0.781594126,0.839808917,0.683886235,0.860527247,0.777937013
TNK2,0.997530078,0.920525478,0.909226822,0.718596957,0.995576787,0.988756192,0.981351734,0.795647558
TNKS,0.989419674,0.987360226,0.998814579,0.996521585,0.998628804,0.993542109,0.999469214,0.999778839
TNKS1BP1,0.993566879,0.999861996,0.999522293,0.985208776,0.997682236,0.999946921,0.999708068,0.999513447
TNKS2,0.877855626,0.920675867,0.787216914,0.887671621,0.893586341,0.963977353,0.939132166,0.997071833
TNMD,0.48930644,0.703471338,0.734741684,0.608386412,0.768550955,0.920320241,0.958979122,0.824805379
TNN,0.660516631,0.683657113,0.808650035,0.677592003,0.703308563,0.654073779,0.779564756,0.485996108
TNNC1,0.413864119,0.552814933,0.547170913,0.358138712,0.355705945,0.303259908,0.223987084,0.151220807
TNNC2,0.771847134,0.840704176,0.777784855,0.788092711,0.889012739,0.914516985,0.899557679,0.860898797
TNNI1,0.579670913,0.601640127,0.609258669,0.590753715,0.577592003,0.619333864,0.610982838,0.616909943
TNNI2,0.716656051,0.735822718,0.589984076,0.689598372,0.843604034,0.84742569,0.67498673,0.763645612
TNNI3,0.921772824,0.963312102,0.959269285,0.520014154,0.953529724,0.954387827,0.958054671,0.738375796
TNNI3K,0.736546355,0.692777778,0.708549186,0.554377212,0.704989384,0.708669498,0.701756016,0.532369073
TNNT1,0.751599434,0.817292994,0.802827318,0.62673213,0.793648266,0.945758139,0.980608634,0.752361996
TNNT2,0.972140835,0.951771054,0.979624912,0.936555202,0.980732484,0.970864296,0.99485138,0.947912243
TNNT3,0.805375088,0.942349611,0.90381104,0.895258316,0.666392427,0.881192498,0.819183475,0.753821656
TNPO1,0.99559448,0.998503185,0.998731423,0.99908351,0.99767339,0.999946921,0.999849611,0.999884996
TNPO2,0.806868365,0.862954706,0.89596426,0.746620665,0.838871196,0.974062279,0.927941437,0.842272647
TNPO3,0.950017693,0.871105803,0.820307856,0.886532201,0.984271054,0.97462845,0.985845718,0.981254423
TNR,0.999978769,0.999996461,0.999833687,0.999432059,0.999973461,0.999991154,0.999902689,0.999973461
TNRC18,0.999989384,0.999992923,0.99965322,0.971199575,1,1,0.999991154,0.999938075
TNRC6B,0.999681529,0.999989384,0.999989384,0.999961076,0.999955768,1,1,0.999982307
TNRC6C,0.965615711,0.999345364,0.998503185,0.99517339,0.96839172,0.999831918,0.997770701,0.999433829
TNS1,0.984946921,0.925228238,0.959582449,0.916910828,0.976866596,0.895691791,0.930851911,0.946377389
TNS2,0.990679406,0.977183298,0.99113765,0.899053432,0.996886058,0.983289101,0.984372788,0.852985669
TNS3,0.996135881,0.894969922,0.887758316,0.603221868,0.997266454,0.962225761,0.946549894,0.57512385
TNS4,0.468803963,0.551408351,0.553947275,0.484692144,0.296912597,0.425942144,0.364742569,0.118360757
TNXB,0.693075018,0.602068294,0.633453645,0.603719038,0.689313517,0.723288217,0.768453645,0.761128804
TOB1,0.948198868,0.991898443,0.992547771,0.864088818,0.988075018,0.989738146,0.9892339,0.767113411
TOB2,0.987335456,0.969497523,0.965677636,0.782811394,0.99816879,0.9985138,0.999265747,0.924646143
TOE1,0.596599434,0.717156759,0.678982661,0.544616065,0.611226115,0.631639243,0.7492569,0.639021585
TOLLIP,0.98982661,0.697553079,0.720875796,0.777181529,0.996638358,0.860505131,0.8502477,0.917754777
TOM1,0.976840057,0.951887827,0.908092711,0.847098372,0.981369427,0.933408528,0.902406228,0.945974876
TOM1L1,0.990392781,0.993733192,0.999097665,0.997130219,0.984191437,0.9992569,0.998858811,0.993338641
TOM1L2,0.99408351,0.956132343,0.977760085,0.803428875,0.993780962,0.938720807,0.984536447,0.823465145
TOMM20,0.929692144,0.977583156,0.99096603,0.902906936,0.944046355,0.991295117,0.986924982,0.891250885
TOMM20L,0.440113234,0.475373319,0.495440552,0.497929936,0.331316348,0.435142427,0.459868188,0.252636235
TOMM22,0.644692144,0.716323425,0.770762562,0.699440906,0.862349611,0.924500177,0.956086341,0.70393666
TOMM34,0.862048832,0.955835103,0.949101203,0.824200283,0.907891012,0.972983015,0.939764685,0.826530432
TOMM40,0.973230715,0.870585633,0.857827318,0.895161005,0.977786624,0.804799186,0.79668259,0.964649682
TOMM40L,0.955109696,0.856204883,0.927225761,0.86502477,0.97155874,0.81986465,0.924287863,0.986473815
TOMM5,0.53938075,0.464439137,0.522185067,0.534239207,0.48995046,0.186111111,0.329056086,0.311186306
TOMM7,0.63084218,0.769299363,0.80088995,0.789401982,0.754803609,0.766273001,0.739525832,0.82378804
TONSL,0.891383581,0.695115004,0.695260085,0.801415428,0.93418259,0.870607749,0.784337403,0.792710545
TOP1,0.998343949,0.982363765,0.924762916,0.899456829,0.9990092,0.966339349,0.849747877,0.842998054
TOP2A,0.625502477,0.675902335,0.741072187,0.6412385,0.628865888,0.690122965,0.610562633,0.491976292
TOP2B,0.993064402,0.999002123,0.996305732,0.988145789,0.995541401,0.998699575,0.998460722,0.997496461
TOP3B,0.989338287,0.983747346,0.981532201,0.923665959,0.995452937,0.998310333,0.996576433,0.997699929
TOPAZ1,0.771840057,0.775392781,0.672222222,0.745543171,0.868082095,0.807886589,0.730590941,0.809067587
TOPBP1,0.942059448,0.870493631,0.859419674,0.88802017,0.964180821,0.904343595,0.929113588,0.879321479
TOPORS,0.643050248,0.712369073,0.696463199,0.652630927,0.726627742,0.825154812,0.742670736,0.711796709
TOR1A,0.804766454,0.493750885,0.528310333,0.656413659,0.867347841,0.52963995,0.556665782,0.716228769
TOR1AIP1,0.84146143,0.963251946,0.951042109,0.849874381,0.879361288,0.993435952,0.989446214,0.974566525
TOR1B,0.895467091,0.630930644,0.665,0.493618188,0.880139774,0.534434713,0.677976822,0.485761677
TOR2A,0.862172682,0.747684006,0.766877212,0.710833333,0.875415782,0.739534678,0.795824487,0.779626681
TOR3A,0.946949752,0.935514862,0.94972753,0.827192144,0.974681529,0.997726469,0.992179759,0.818975584
TOX,1,0.999985846,1,1,1,1,1,1
TOX2,1,0.995038924,0.998032555,0.999978769,1,0.994488677,0.998080326,1
TOX4,0.671995754,0.489612527,0.519854919,0.525863411,0.544904459,0.299929229,0.424915959,0.518325372
TP53,0.934706299,0.717116065,0.605290163,0.531192498,0.97806971,0.823796886,0.705971338,0.60269816
TP53BP1,0.992749469,0.939062279,0.951314579,0.983809271,0.995116773,0.980219391,0.985447629,0.981758669
TP53BP2,0.998067941,0.936553432,0.933609342,0.846036801,0.999265747,0.968462491,0.966573779,0.959952229
TP53I11,0.99980184,0.998871196,0.991808209,0.99688075,0.999973461,0.999716914,0.998849965,0.999823071
TP53I13,0.869858457,0.972715853,0.952531847,0.936257962,0.923991507,0.990958953,0.984368365,0.985314933
TP53I3,0.600212314,0.677323071,0.76628627,0.832135527,0.729715145,0.830993454,0.89816879,0.917321302
TP53INP1,0.845014154,0.941912597,0.927358457,0.895937721,0.899769993,0.936358811,0.987800778,0.983784501
TP53INP2,0.759225053,0.800203468,0.709283439,0.612979476,0.874203822,0.858987969,0.768347488,0.774973461
TP53RK,0.866128804,0.788335103,0.729968153,0.717496461,0.953653574,0.984235669,0.918090941,0.831409236
TP53TG5,0.681072187,0.793115711,0.722008139,0.730040694,0.748876504,0.78481511,0.771664897,0.856214614
TP63,0.725930644,0.835590941,0.812360226,0.831739207,0.862880396,0.947474345,0.937544232,0.914101203
TP73,0.518658882,0.490240623,0.592047063,0.574019816,0.578671267,0.647005485,0.694214437,0.533236023
TPBG,0.868818117,0.939400212,0.747975938,0.928851734,0.938756192,0.984248938,0.813654459,0.885536093
TPBGL,0.847250531,0.860431706,0.815746638,0.842292994,0.920169851,0.982868896,0.96702937,0.842692852
TPCN1,0.995930644,0.98707891,0.940500708,0.783152866,0.997496461,0.996209306,0.988251946,0.908868542
TPCN2,0.77579264,0.86621373,0.919166667,0.824961076,0.905299009,0.923270524,0.980745754,0.752720276
TPD52,0.994444444,0.948425336,0.972006369,0.982020524,0.998443029,0.97878627,0.991418967,0.995054848
TPD52L1,0.994462137,0.991086341,0.99898443,0.966519816,0.993152866,0.999062279,0.999973461,0.989906228
TPD52L2,0.774511677,0.830033616,0.631222576,0.73297063,0.809244515,0.947111642,0.746023531,0.900353857
TPGS1,0.683269639,0.720046001,0.783772116,0.721355272,0.807032909,0.855604211,0.911969214,0.733696037
TPGS2,0.9312385,0.880601557,0.901907289,0.809046355,0.974849611,0.973053786,0.971346426,0.983846426
TPH1,0.657682236,0.428894197,0.539833687,0.546993984,0.725159236,0.601809094,0.632245223,0.646027955
TPH2,0.856291578,0.948404105,0.90952937,0.904187898,0.955679406,0.983169674,0.994497523,0.995231776
TPI1,0.845587403,0.936358811,0.927944091,0.907692852,0.814322364,0.969594834,0.980475938,0.987517693
TPK1,0.940700637,0.927622081,0.826933829,0.947922859,0.94227707,0.959589526,0.923995931,0.942754777
TPM1,0.978864119,0.982462845,0.968903043,0.939877919,0.988411182,0.999575372,0.999769993,0.985695329
TPM2,0.92336518,0.976769285,0.988115711,0.807066525,0.966746285,0.998133404,0.999371904,0.987942321
TPM3,0.937944091,0.958207714,0.915727176,0.799164897,0.970001769,0.996903751,0.99509908,0.983147558
TPM4,0.983085633,0.989814225,0.977186837,0.858987969,0.991772824,0.994842534,0.993161713,0.885695329
TPMT,0.951645435,0.919736377,0.865690021,0.942891012,0.965109696,0.965830679,0.947045294,0.948752654
TPO,0.763920736,0.729559448,0.665711253,0.767098372,0.850132696,0.797806086,0.770404282,0.927724699
TPP1,0.975636943,0.997406228,0.991266808,0.854780609,0.960155697,0.997151451,0.990861642,0.911885173
TPP2,0.9647523,0.990107926,0.901852442,0.813791578,0.962216914,0.995147735,0.996045648,0.966812633
TPPP,0.958814579,0.891645435,0.79608811,0.711939137,0.947018754,0.980608634,0.983802194,0.866463199
TPR,0.819922151,0.899562987,0.879559448,0.864470984,0.927167374,0.908709306,0.870032732,0.741060686
TPRA1,0.806259731,0.737492923,0.840780255,0.842330149,0.843347488,0.764012739,0.901574664,0.944059625
TPRG1,0.782731776,0.769626681,0.723101557,0.709842534,0.907130219,0.930949222,0.897005485,0.890273355
TPRG1L,0.853124558,0.846852442,0.784539986,0.876760439,0.915153928,0.970532555,0.891383581,0.897058563
TPRKB,0.85395966,0.682825548,0.710056617,0.624081741,0.928343949,0.757855626,0.820890835,0.776725053
TPRN,0.945951875,0.901466737,0.87304494,0.691390658,0.964278132,0.9072408,0.845691791,0.747487615
TPST1,0.896595895,0.872845011,0.894531139,0.995566171,0.941339349,0.983726999,0.942714968,0.995868719
TPST2,0.97457891,0.999985846,0.999971691,0.999044586,0.991542817,1,1,0.999787686
TPT1,0.936284501,0.927521231,0.758448337,0.776142958,0.962765393,0.967197452,0.910005308,0.928742038
TPX2,0.938768577,0.708175867,0.829676221,0.945654636,0.970072541,0.814985846,0.886473815,0.986703822
TRA2A,0.9957431,0.951383581,0.962061217,0.981914367,0.995877565,0.977892781,0.963574841,0.993506723
TRA2B,0.936903751,0.95603857,0.877158528,0.730136235,0.981873673,0.999442675,0.982417728,0.848739384
TRABD,0.981956829,0.989631989,0.966753362,0.709619604,0.975813871,0.975539632,0.968559802,0.666069533
TRABD2A,0.988729653,0.963021939,0.84720276,0.734115357,0.997469922,0.949593064,0.864030432,0.674814225
TRABD2B,0.965771408,0.857008139,0.691127035,0.65309448,0.946036801,0.744869073,0.658753539,0.439861996
TRAF1,0.722855626,0.739299363,0.731686129,0.855444091,0.803105096,0.844143666,0.817467268,0.961995754
TRAF2,0.974741684,0.979021585,0.938558033,0.934700991,0.982254069,0.962716737,0.957302725,0.96519816
TRAF3,0.971496815,0.970921798,0.998404105,0.984700991,0.994223284,0.997735315,0.999557679,0.977592003
TRAF3IP1,0.900360934,0.856035032,0.843418259,0.701705591,0.950920028,0.947200106,0.909863765,0.835819179
TRAF3IP2,0.980014154,0.974037509,0.958216561,0.756588818,0.997593772,0.997266454,0.976300425,0.786995754
TRAF3IP3,0.983765039,0.895058386,0.802038217,0.634531139,0.988287332,0.873376681,0.81592799,0.775464437
TRAF4,0.999660297,0.898297948,0.847384996,0.706397735,0.999469214,0.994506369,0.987517693,0.858965853
TRAF5,0.642530078,0.694078202,0.864571833,0.868740269,0.769815994,0.879892074,0.979255131,0.994745223
TRAF6,0.932176221,0.912592003,0.973167021,0.902544232,0.941578202,0.868086518,0.974230361,0.874778839
TRAFD1,0.930810333,0.841636589,0.72492569,0.671305732,0.973964968,0.942104565,0.877600849,0.846841826
TRAIP,0.929387827,0.906227884,0.830686483,0.893227176,0.954635527,0.967281493,0.880683829,0.95746196
TRAK1,0.985997877,0.986824133,0.987530078,0.992784855,0.995399858,0.999858457,0.999946921,0.996505662
TRAK2,0.842024062,0.992158528,0.957353149,0.904743454,0.928237792,0.997642427,0.992869781,0.865529901
TRAM1,0.881093418,0.935191083,0.971783439,0.956091649,0.963375796,0.978405874,0.984279901,0.973593418
TRAM1L1,0.97368719,0.993237792,0.977538924,0.916901982,0.981652512,0.997407997,0.992100142,0.891825902
TRAM2,0.99886058,0.999946921,0.999798301,0.951974522,0.99938075,1,1,0.967754777
TRANK1,0.998630573,0.990226469,0.995583864,0.99866242,0.998894197,0.98064402,0.996160651,0.998894197
TRAPPC1,0.847094834,0.877406228,0.833363411,0.838635881,0.932661005,0.991383581,0.962309802,0.94658528
TRAPPC10,0.749433829,0.700251238,0.626229653,0.53086518,0.850805025,0.800415782,0.751468507,0.709722222
TRAPPC11,0.740845718,0.903750885,0.740329087,0.853428875,0.707563694,0.97732661,0.818086518,0.810146851
TRAPPC12,0.729695683,0.713975584,0.703745577,0.590042463,0.768135173,0.711177459,0.609748762,0.587309802
TRAPPC13,0.774971691,0.732606157,0.758062633,0.914723992,0.831475584,0.89044586,0.837292109,0.957895435
TRAPPC2,0.680077849,0.712032909,0.76158351,0.488430644,0.745028309,0.758819887,0.721837403,0.617316879
TRAPPC3,0.919023355,0.73064402,0.800431706,0.864536447,0.955688252,0.838610226,0.768497877,0.932926398
TRAPPC3L,0.588510262,0.592765393,0.518749115,0.540606865,0.686854211,0.495908528,0.457444268,0.522960899
