gene,expressed_in_human_nhp,No_variability_within_classes,Div_in_ExN,Div_in_InN,Div_in_NonN,Div_in_atleast1class,human_mammal_adj_pval,human_vert_adj_pval,Div_in_bulk,Divergence_category
FGF18,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
FGF20,0,FALSE,0,0,0,0,0.005519041,1,0,NA
FGF22,1,FALSE,0,0,0,0,1,1,0,NA
FGF23,0,FALSE,0,1,0,1,1,1,0,NA
FGF5,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FGF6,0,FALSE,0,1,0,1,1,1,0,NA
FGF7,1,FALSE,1,1,0,1,0.612445771,1,0,Diverged_in_single-cell
FGF9,1,FALSE,0,0,0,0,1,1,0,NA
FGFBP2,0,FALSE,0,0,0,0,1,1,0,NA
FGFBP3,1,FALSE,0,0,0,0,1,1,0,NA
FGFR1,1,FALSE,0,0,0,0,0.911484782,1,0,NA
FGFR1OP,1,FALSE,0,0,1,1,NA,NA,0,Diverged_in_single-cell
FGFR2,1,FALSE,0,0,0,0,0.96487181,1,0,NA
FGFR3,1,TRUE,0,0,0,0,1,1,0,NA
FGFR4,0,FALSE,1,0,0,1,0.908176035,1,0,NA
FGFRL1,1,FALSE,0,0,0,0,0.746665368,1,0,NA
FGGY,1,FALSE,0,0,0,0,0.516437236,1,0,NA
FGL1,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
FGL2,1,FALSE,0,0,0,0,1,1,0,NA
FGR,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
FH,1,FALSE,0,0,0,0,0.159474594,1,0,NA
FHAD1,1,FALSE,0,0,0,0,0.747142108,1,0,NA
FHDC1,1,FALSE,0,0,0,0,1,1,0,NA
FHIT,1,FALSE,0,0,0,0,1,1,0,NA
FHL1,1,FALSE,0,0,0,0,0.27700267,1,0,NA
FHL2,1,FALSE,0,0,0,0,0.162858236,1,0,NA
FHL3,1,FALSE,0,0,0,0,1,1,0,NA
FHL5,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
FHOD3,1,FALSE,0,0,0,0,0.536803461,1,0,NA
FIBCD1,1,FALSE,0,0,0,0,1,1,0,NA
FIBIN,1,FALSE,0,0,0,0,1,1,0,NA
FIBP,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
FICD,1,FALSE,0,0,0,0,1,1,0,NA
FIG4,1,FALSE,0,0,0,0,1,1,0,NA
FIGLA,0,FALSE,1,1,0,1,1,1,0,NA
FIGN,1,FALSE,0,0,0,0,1,1,0,NA
FIGNL1,1,FALSE,0,0,0,0,0.300382803,0.629077491,0,NA
FIGNL2,1,FALSE,0,0,0,0,1,1,0,NA
FILIP1,1,FALSE,0,0,0,0,6.93E-06,0.000160703,1,Diverged_in_bulk
FILIP1L,1,FALSE,0,0,0,0,0.170243893,1,0,NA
FIP1L1,1,FALSE,0,0,0,0,1,1,0,NA
FIS1,1,FALSE,0,0,0,0,1,1,0,NA
FITM1,0,FALSE,0,1,1,1,9.12E-06,0.021068228,1,NA
FITM2,1,FALSE,0,0,1,1,0.402502769,1,0,Diverged_in_single-cell
FIZ1,1,FALSE,0,0,1,1,NA,NA,0,Diverged_in_single-cell
FJX1,1,FALSE,0,0,0,0,0.170243893,1,0,NA
FKBP10,1,FALSE,0,0,0,0,1,1,0,NA
FKBP11,1,FALSE,0,1,1,1,0.089963583,1,0,Diverged_in_single-cell
FKBP14,1,FALSE,0,0,0,0,1,1,0,NA
FKBP15,1,FALSE,0,0,0,0,0.352005493,1,0,NA
FKBP1A,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
FKBP1B,1,FALSE,0,0,0,0,0.335377561,1,0,NA
FKBP2,1,FALSE,0,0,0,0,1,1,0,NA
FKBP3,1,FALSE,0,0,0,0,0.013396412,1,0,NA
FKBP4,1,FALSE,0,0,0,0,0.792250857,1,0,NA
FKBP5,1,FALSE,0,0,0,0,1,1,0,NA
FKBP6,1,FALSE,0,0,1,1,0.00020441,1,0,Diverged_in_single-cell
FKBP7,1,FALSE,0,0,0,0,0.005300994,0.201838107,0,NA
FKBP8,1,FALSE,0,0,0,0,1,1,0,NA
FKBP9,1,FALSE,0,0,0,0,0.434922574,1,0,NA
FKBPL,1,FALSE,1,0,1,1,3.24E-05,0.183675066,0,Diverged_in_single-cell
FKRP,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FKTN,1,FALSE,0,0,0,0,0.098111863,1,0,NA
FLAD1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FLCN,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
FLG,0,FALSE,1,0,1,1,1,1,0,NA
FLI1,1,FALSE,0,0,0,0,0.92289343,1,0,NA
FLNA,1,FALSE,0,0,0,0,1,1,0,NA
FLNB,1,FALSE,0,0,0,0,0.711595364,1,0,NA
FLNC,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
FLOT1,1,FALSE,1,0,0,1,1.20E-05,0.000524365,1,Diverged_in_both
FLOT2,1,FALSE,0,0,0,0,1,1,0,NA
FLRT1,1,FALSE,0,0,0,0,1,1,0,NA
FLRT2,1,FALSE,0,0,0,0,1,1,0,NA
FLRT3,1,FALSE,0,0,0,0,0.010228905,1,0,NA
FLT1,1,FALSE,0,0,0,0,0.002213007,1,0,NA
FLT3,1,FALSE,0,0,0,0,1,1,0,NA
FLT3LG,1,FALSE,0,0,0,0,NA,NA,0,NA
FLT4,1,FALSE,0,1,0,1,0.000355181,1,0,Diverged_in_single-cell
FLVCR1,1,FALSE,0,0,0,0,0.102953616,1,0,NA
FLVCR2,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
FMN1,1,FALSE,0,0,0,0,0.594399356,1,0,NA
FMN2,1,FALSE,0,0,0,0,1,1,0,NA
FMNL1,1,FALSE,0,0,0,0,1,1,0,NA
FMNL2,1,FALSE,0,0,0,0,1,1,0,NA
FMNL3,1,FALSE,0,0,0,0,0.415380453,1,0,NA
FMO1,0,FALSE,0,1,0,1,0.000267963,0.172553841,0,NA
FMO2,0,FALSE,1,1,0,1,1,1,0,NA
FMO3,0,FALSE,1,1,1,1,1,1,0,NA
FMO4,1,FALSE,0,0,0,0,1,1,0,NA
FMO5,1,FALSE,0,0,0,0,1,1,0,NA
FMOD,0,FALSE,0,0,0,0,0.095358596,1,0,NA
FMR1,1,FALSE,0,0,0,0,1,1,0,NA
FMR1NB,0,FALSE,1,1,1,1,0.097646131,1,0,NA
FN1,1,FALSE,0,0,0,0,0.051903237,1,0,NA
FN3K,1,FALSE,0,0,0,0,0.49507922,1,0,NA
FN3KRP,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FNBP1,1,FALSE,0,0,0,0,0.973429754,1,0,NA
FNBP1L,1,FALSE,0,0,0,0,1,1,0,NA
FNBP4,1,FALSE,0,0,0,0,0.00011265,1,0,NA
FNDC1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FNDC3A,1,FALSE,0,0,0,0,1,1,0,NA
FNDC3B,1,FALSE,0,0,0,0,1,1,0,NA
FNDC4,1,FALSE,0,0,0,0,0.75261057,1,0,NA
FNDC5,1,FALSE,0,0,0,0,0.486860735,1,0,NA
FNDC7,0,FALSE,0,0,0,0,1,1,0,NA
FNDC8,0,FALSE,0,1,1,1,NA,NA,0,NA
FNDC9,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
FNIP1,1,FALSE,0,0,0,0,1,1,0,NA
FNIP2,1,FALSE,0,0,0,0,1,1,0,NA
FNTA,1,FALSE,0,0,0,0,3.83E-05,0.060949128,0,NA
FNTB,1,FALSE,1,0,0,1,0.568713599,1,0,Diverged_in_single-cell
FOCAD,1,FALSE,0,0,0,0,1,1,0,NA
FOLR1,0,FALSE,0,0,0,0,1,1,0,NA
FOLR2,0,FALSE,1,1,0,1,1,1,0,NA
FOS,1,FALSE,0,0,0,0,1,1,0,NA
FOSB,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FOSL1,1,FALSE,1,1,1,1,1,1,0,Diverged_in_single-cell
FOSL2,1,FALSE,0,0,0,0,1,1,0,NA
FOXA1,0,TRUE,0,1,0,1,1,1,0,NA
FOXA3,0,FALSE,0,1,0,1,0.781354533,1,0,NA
FOXC1,1,FALSE,1,0,0,1,0.067119794,1,0,Diverged_in_single-cell
FOXD1,0,FALSE,1,1,0,1,1,1,0,NA
FOXF2,0,FALSE,0,1,0,1,1,1,0,NA
FOXG1,1,FALSE,0,0,0,0,1,1,0,NA
FOXH1,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
FOXJ1,0,FALSE,0,0,0,0,0.853310063,1,0,NA
FOXJ2,1,FALSE,0,0,0,0,1,1,0,NA
FOXJ3,1,FALSE,0,0,0,0,0.162858236,1,0,NA
FOXK1,1,FALSE,0,0,0,0,1,1,0,NA
FOXK2,1,FALSE,0,1,0,1,0.433141833,1,0,Diverged_in_single-cell
FOXM1,1,FALSE,0,0,0,0,1,1,0,NA
FOXN1,0,FALSE,1,0,0,1,1,1,0,NA
FOXN2,1,FALSE,0,0,0,0,1,1,0,NA
FOXN3,1,FALSE,0,0,0,0,1,1,0,NA
FOXN4,0,FALSE,1,0,0,1,1,1,0,NA
FOXO1,1,FALSE,0,0,0,0,1,1,0,NA
FOXO3,1,FALSE,0,0,0,0,1,1,0,NA
FOXO6,1,FALSE,0,0,0,0,0.933712412,1,0,NA
FOXP1,1,FALSE,0,0,0,0,0.066025141,1,0,NA
FOXP2,1,FALSE,0,0,0,0,0.023273883,1,0,NA
FOXP3,0,FALSE,1,0,0,1,NA,NA,0,NA
FOXP4,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FOXR1,1,FALSE,0,0,1,1,0.16125573,1,0,Diverged_in_single-cell
FOXRED1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FOXRED2,1,FALSE,0,0,0,0,1,1,0,NA
FPGS,1,FALSE,0,0,1,1,0.005758474,1,0,Diverged_in_single-cell
FPGT,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
FPR1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
FPR2,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
FPR3,1,FALSE,0,0,0,0,0.66445189,1,0,NA
FRA10AC1,1,FALSE,0,0,1,1,0.27143549,1,0,Diverged_in_single-cell
FRAS1,1,FALSE,0,0,0,0,1,1,0,NA
FRAT2,1,FALSE,0,0,0,0,0.118760344,1,0,NA
FREM1,1,FALSE,0,0,0,0,1,1,0,NA
FREM2,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FREM3,1,FALSE,0,0,0,0,0.696909953,1,0,NA
FRG1,1,FALSE,1,0,0,1,8.26E-06,3.98E-06,1,Diverged_in_both
FRK,1,FALSE,0,0,0,0,0.696909953,1,0,NA
FRMD1,0,FALSE,1,0,1,1,1,1,0,NA
FRMD3,1,FALSE,0,0,0,0,0.001631095,1,0,NA
FRMD4A,1,FALSE,0,0,0,0,0.170243893,0.482454598,0,NA
FRMD4B,1,FALSE,0,0,0,0,1,1,0,NA
FRMD5,1,FALSE,0,0,0,0,0.523711662,1,0,NA
FRMD6,1,FALSE,0,0,0,0,1,1,0,NA
FRMD7,0,FALSE,1,0,1,1,1,1,0,NA
FRMD8,1,FALSE,0,0,0,0,1,1,0,NA
FRMPD1,1,FALSE,0,0,0,0,1,1,0,NA
FRMPD2,1,FALSE,0,0,0,0,1,1,0,NA
FRMPD3,1,FALSE,0,0,0,0,1,1,0,NA
FRMPD4,1,FALSE,0,0,0,0,1,1,0,NA
FRRS1,1,FALSE,0,1,0,1,0.908176035,1,0,Diverged_in_single-cell
FRRS1L,1,FALSE,0,0,0,0,1,1,0,NA
FRS2,1,FALSE,0,0,0,0,1,1,0,NA
FRS3,1,FALSE,0,0,0,0,0.916805233,1,0,NA
FRY,1,FALSE,0,0,0,0,1,1,0,NA
FRYL,1,FALSE,0,0,0,0,0.647470551,1,0,NA
FRZB,1,FALSE,0,0,0,0,1,1,0,NA
FSCN1,1,FALSE,0,0,0,0,0.570451293,1,0,NA
FSCN2,0,FALSE,0,0,1,1,1,1,0,NA
FSCN3,1,FALSE,1,0,0,1,NA,NA,0,Diverged_in_single-cell
FSD1,1,FALSE,0,0,0,0,1,1,0,NA
FSD1L,1,FALSE,0,0,0,0,0.002551803,1,0,NA
FSD2,1,FALSE,0,0,0,0,0.704584218,1,0,NA
FSHB,0,TRUE,0,0,0,0,1,1,0,NA
FSHR,1,FALSE,0,0,0,0,0.443411447,1,0,NA
FSIP1,1,FALSE,0,0,0,0,0.201232574,1,0,NA
FSIP2,1,FALSE,0,0,0,0,NA,NA,0,NA
FST,0,FALSE,1,0,0,1,0.147746791,1,0,NA
FSTL1,1,FALSE,0,0,0,0,1,1,0,NA
FSTL3,1,FALSE,0,0,0,0,1,1,0,NA
FSTL4,1,FALSE,0,0,0,0,0.072268961,0.83592912,0,NA
FSTL5,1,FALSE,0,0,0,0,1,1,0,NA
FTCD,1,FALSE,0,0,0,0,0.08117967,0.333488337,0,NA
FTH1,1,FALSE,0,0,0,0,1,1,0,NA
FTL,1,FALSE,0,0,0,0,1,1,0,NA
FTSJ1,1,FALSE,0,0,0,0,1,1,0,NA
FTSJ3,1,FALSE,0,0,0,0,0.090459918,0.272943512,0,NA
FUBP1,1,FALSE,0,0,0,0,0.415380453,1,0,NA
FUBP3,1,FALSE,0,0,0,0,1,1,0,NA
FUCA1,1,FALSE,0,0,0,0,0.3702006,1,0,NA
FUCA2,1,FALSE,0,0,0,0,1,1,0,NA
FUNDC1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
FUNDC2,1,FALSE,1,0,1,1,0.799430746,1,0,Diverged_in_single-cell
FUOM,1,FALSE,0,0,0,0,1,1,0,NA
FUT1,0,FALSE,0,0,1,1,NA,NA,0,NA
FUT10,1,FALSE,0,0,0,0,0.510791724,1,0,NA
FUT11,1,FALSE,0,0,0,0,0.018619242,1,0,NA
FUT4,0,FALSE,0,1,0,1,0.041658087,1,0,NA
FUT7,0,FALSE,1,1,0,1,1,1,0,NA
FUT8,1,FALSE,0,0,0,0,1,1,0,NA
FUT9,1,FALSE,0,0,0,0,1,1,0,NA
FUZ,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
FXN,1,FALSE,0,0,0,0,0.055181693,1,0,NA
FXR1,1,FALSE,0,0,0,0,0.01390675,1,0,NA
FXR2,1,FALSE,0,0,1,1,0.409665043,1,0,Diverged_in_single-cell
FXYD1,1,FALSE,0,1,0,1,NA,NA,0,Diverged_in_single-cell
FXYD3,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
FXYD4,0,FALSE,1,1,0,1,1,1,0,NA
FXYD5,1,FALSE,0,0,0,0,NA,NA,0,NA
FXYD6,1,FALSE,0,0,0,0,1,1,0,NA
FYCO1,1,FALSE,0,0,0,0,0.345642289,1,0,NA
FYN,1,FALSE,0,0,0,0,1,1,0,NA
FYTTD1,1,FALSE,0,0,0,0,0.279599439,1,0,NA
FZD1,1,FALSE,0,0,0,0,0.000341787,1,0,NA
FZD10,0,FALSE,0,1,0,1,1,1,0,NA
FZD2,0,FALSE,0,0,0,0,0.026233318,1,0,NA
FZD3,1,FALSE,0,0,0,0,0.933712412,1,0,NA
FZD4,1,FALSE,0,0,0,0,0.265094091,1,0,NA
FZD5,1,FALSE,0,0,0,0,0.151946191,1,0,NA
FZD6,1,FALSE,0,0,0,0,0.085689029,1,0,NA
FZD7,1,FALSE,0,0,0,0,1,1,0,NA
FZD8,1,FALSE,0,0,0,0,0.336584036,1,0,NA
FZD9,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
FZR1,1,FALSE,0,0,0,0,0.199781208,1,0,NA
G0S2,1,FALSE,0,0,0,0,1,1,0,NA
G2E3,1,FALSE,0,0,0,0,0.983754639,1,0,NA
G3BP1,1,FALSE,0,0,0,0,1,1,0,NA
G3BP2,1,FALSE,0,0,0,0,1,1,0,NA
G6PC,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
G6PC3,1,FALSE,1,0,0,1,0.676836813,1,0,Diverged_in_single-cell
GAA,1,FALSE,0,0,0,0,0.806368642,1,0,NA
GAB1,1,FALSE,0,0,0,0,1,1,0,NA
GAB2,1,FALSE,0,0,0,0,1,1,0,NA
GAB3,1,FALSE,0,0,0,0,0.441958097,1,0,NA
GABARAP,1,FALSE,0,0,0,0,1.79E-05,0.037087236,1,Diverged_in_bulk
GABARAPL1,1,FALSE,0,0,0,0,1,1,0,NA
GABBR1,1,FALSE,0,0,0,0,0.900169844,1,0,NA
GABBR2,1,FALSE,0,0,0,0,1,1,0,NA
GABPA,1,FALSE,0,0,0,0,0.733804815,1,0,NA
GABPB1,1,FALSE,1,0,0,1,0.434285352,1,0,Diverged_in_single-cell
GABPB2,1,FALSE,0,0,0,0,0.000667471,1,0,NA
GABRA1,1,FALSE,0,0,0,0,1,1,0,NA
GABRA2,1,FALSE,0,0,0,0,1,1,0,NA
GABRA3,1,FALSE,0,0,0,0,1,1,0,NA
GABRA4,1,FALSE,0,0,0,0,0.826587629,1,0,NA
GABRA5,1,FALSE,0,0,0,0,1,1,0,NA
GABRA6,1,TRUE,0,0,0,0,1,1,0,NA
GABRB1,1,FALSE,0,0,0,0,1,1,0,NA
GABRB2,1,FALSE,0,0,0,0,0.075354981,1,0,NA
GABRB3,1,FALSE,0,0,0,0,0.003031796,0.8035381,0,NA
GABRD,1,FALSE,0,0,0,0,0.957947378,1,0,NA
GABRG1,1,FALSE,0,0,0,0,1,1,0,NA
GABRG2,1,FALSE,0,0,0,0,1,1,0,NA
GABRG3,1,FALSE,0,0,0,0,1,1,0,NA
GABRP,0,FALSE,1,1,1,1,1,1,0,NA
GABRR1,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
GABRR2,1,FALSE,1,0,1,1,0.122075846,0.208432699,0,Diverged_in_single-cell
GABRR3,0,FALSE,1,1,0,1,1,1,0,NA
GAD1,1,FALSE,0,0,0,0,0.001103027,0.000276925,1,Diverged_in_bulk
GAD2,1,FALSE,0,0,0,0,1,1,0,NA
GADD45A,1,FALSE,0,0,0,0,1,1,0,NA
GADD45B,1,FALSE,0,0,0,0,1,1,0,NA
GADD45G,1,FALSE,0,0,0,0,0.490007075,1,0,NA
GADD45GIP1,1,FALSE,0,0,0,0,1,1,0,NA
GADL1,1,FALSE,0,0,1,1,0.781354533,1,0,Diverged_in_single-cell
GAL,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
GAL3ST1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
GAL3ST2,1,FALSE,0,0,0,0,1,1,0,NA
GAL3ST3,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
GAL3ST4,1,FALSE,0,0,0,0,1,1,0,NA
GALC,1,FALSE,0,0,0,0,1,1,0,NA
GALE,1,FALSE,0,0,0,0,0.951460084,1,0,NA
GALK1,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
GALK2,1,FALSE,0,0,0,0,1.16E-05,0.000821275,1,Diverged_in_bulk
GALM,1,FALSE,0,0,0,0,1,1,0,NA
GALNT1,1,FALSE,0,0,0,0,1,1,0,NA
GALNT10,1,FALSE,0,0,0,0,1,1,0,NA
GALNT11,1,FALSE,0,0,0,0,1,1,0,NA
GALNT12,1,FALSE,0,0,0,0,1,1,0,NA
GALNT13,1,FALSE,0,0,0,0,0.657266807,1,0,NA
GALNT14,1,FALSE,0,0,0,0,0.180008792,0.070042332,0,NA
GALNT15,1,FALSE,0,0,0,0,1,1,0,NA
GALNT16,1,FALSE,0,0,0,0,1,1,0,NA
GALNT2,1,FALSE,0,0,0,0,0.14440577,1,0,NA
GALNT3,1,FALSE,0,0,0,0,1,1,0,NA
GALNT5,0,FALSE,1,1,1,1,1,1,0,NA
GALNT6,1,FALSE,0,0,0,0,0.061438824,1,0,NA
GALNT7,1,FALSE,0,0,0,0,1,1,0,NA
GALNT8,1,FALSE,0,0,0,0,NA,NA,0,NA
GALNT9,1,FALSE,0,0,0,0,1,1,0,NA
GALNTL5,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
GALNTL6,1,FALSE,0,0,0,0,0.005287085,2.20E-05,1,Diverged_in_bulk
GALP,1,FALSE,1,0,0,1,NA,NA,0,Diverged_in_single-cell
GALR1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
GALR2,0,TRUE,1,0,0,1,1,1,0,NA
GALR3,0,FALSE,0,1,0,1,1,1,0,NA
GALT,1,FALSE,0,0,0,0,0.771539449,1,0,NA
GAMT,1,FALSE,0,0,0,0,0.686848368,1,0,NA
GANAB,1,FALSE,0,0,1,1,0.469886449,1,0,Diverged_in_single-cell
GANC,1,FALSE,0,0,0,0,0.715542614,1,0,NA
GAP43,1,FALSE,0,0,0,0,1,1,0,NA
GAPDH,1,FALSE,0,0,0,0,1,1,0,NA
GAPDHS,1,FALSE,1,0,1,1,0.645162449,1,0,Diverged_in_single-cell
GAPVD1,1,FALSE,0,0,0,0,1,1,0,NA
GAR1,1,FALSE,0,0,0,0,1,1,0,NA
GARNL3,1,FALSE,0,0,0,0,1,1,0,NA
GARS,1,FALSE,0,0,0,0,NA,NA,0,NA
GART,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
GAS1,1,FALSE,0,0,0,0,0.071133983,1,0,NA
GAS2,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
GAS2L1,1,FALSE,0,0,0,0,0.806368642,1,0,NA
GAS2L2,0,FALSE,1,0,0,1,1,1,0,NA
GAS2L3,1,FALSE,0,0,0,0,0.271626659,1,0,NA
GAS6,1,FALSE,0,0,0,0,0.609691044,1,0,NA
GAS7,1,FALSE,0,0,0,0,0.946534055,1,0,NA
GAST,1,FALSE,1,0,0,1,0.533942091,0.783898105,0,Diverged_in_single-cell
GATA2,0,FALSE,1,1,0,1,1,1,0,NA
GATA3,0,FALSE,0,0,0,0,0.728022359,1,0,NA
GATA4,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
GATA5,0,TRUE,1,1,0,1,1,1,0,NA
GATA6,0,FALSE,1,0,0,1,1,1,0,NA
GATAD1,1,FALSE,0,0,0,0,1,1,0,NA
GATAD2A,1,FALSE,0,0,0,0,1,1,0,NA
GATAD2B,1,FALSE,0,0,0,0,1,1,0,NA
GATB,1,FALSE,0,0,0,0,1,1,0,NA
GATC,1,FALSE,0,0,0,0,1,1,0,NA
GATM,1,FALSE,0,0,0,0,1,1,0,NA
GBA2,1,FALSE,0,0,0,0,1,1,0,NA
GBE1,1,FALSE,0,0,0,0,1,1,0,NA
GBF1,1,FALSE,0,0,0,0,0.806368642,1,0,NA
GBGT1,1,FALSE,0,0,0,0,1,1,0,NA
GBX1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
GC,0,FALSE,0,1,1,1,0.140798654,1,0,NA
GCA,1,FALSE,0,0,0,0,0.766071709,1,0,NA
GCAT,1,FALSE,0,0,0,0,0.922252603,1,0,NA
GCC1,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
GCC2,1,FALSE,0,0,0,0,1,1,0,NA
GCDH,1,FALSE,0,0,0,0,0.167062047,1,0,NA
GCFC2,1,FALSE,0,0,1,1,0.080444895,1,0,Diverged_in_single-cell
GCG,0,TRUE,1,0,0,1,1,1,0,NA
GCGR,0,FALSE,1,1,1,1,0.923749412,1,0,NA
GCH1,1,FALSE,0,0,0,0,1,1,0,NA
GCHFR,1,FALSE,0,0,0,0,1.67E-05,0.545757552,0,NA
GCK,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
GCKR,1,FALSE,0,0,1,1,0.038732757,1,0,Diverged_in_single-cell
GCLC,1,FALSE,0,0,0,0,1,1,0,NA
GCLM,1,FALSE,0,0,0,0,0.427701126,1,0,NA
GCM1,0,FALSE,0,1,0,1,0.010113999,1,0,NA
GCNT1,1,FALSE,0,0,0,0,0.905335908,1,0,NA
GCNT3,0,FALSE,1,1,0,1,0.900169844,1,0,NA
GCNT4,1,FALSE,0,0,0,0,1,1,0,NA
GCNT7,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
GCSAM,1,TRUE,0,0,0,0,NA,NA,0,NA
GCSAML,1,FALSE,0,0,0,0,NA,NA,0,NA
GDA,1,FALSE,0,0,0,0,1,1,0,NA
GDAP1,1,FALSE,0,0,0,0,0.439236493,1,0,NA
GDAP1L1,1,FALSE,0,0,0,0,0.853204822,1,0,NA
GDAP2,1,FALSE,0,0,0,0,1,1,0,NA
GDF10,1,FALSE,0,0,0,0,0.00622579,0.850565207,0,NA
GDF11,1,FALSE,0,0,0,0,0.025977521,1,0,NA
GDF15,1,FALSE,0,1,1,1,NA,NA,0,Diverged_in_single-cell
GDF3,0,FALSE,0,0,0,0,0.193962005,1,0,NA
GDF5,0,FALSE,0,0,0,0,0.927821766,1,0,NA
GDF7,1,TRUE,0,0,0,0,1,1,0,NA
GDF9,1,FALSE,0,0,0,0,1,1,0,NA
GDI1,1,FALSE,0,0,0,0,1,1,0,NA
GDI2,1,FALSE,0,0,0,0,1,1,0,NA
GDNF,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
GDPD1,1,FALSE,0,0,0,0,1,1,0,NA
GDPD2,1,FALSE,0,0,0,0,0.667054765,1,0,NA
GDPD4,1,FALSE,1,1,0,1,0.02344601,1,0,Diverged_in_single-cell
GDPD5,1,FALSE,0,0,0,0,0.601852603,1,0,NA
GDPGP1,1,FALSE,0,0,1,1,0.844067835,1,0,Diverged_in_single-cell
GEM,1,FALSE,0,0,0,0,1,1,0,NA
GEMIN2,1,FALSE,1,0,1,1,1,1,0,Diverged_in_single-cell
GEMIN4,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
GEMIN5,1,FALSE,0,0,0,0,1,1,0,NA
GEMIN6,1,FALSE,0,0,1,1,0.41437528,1,0,Diverged_in_single-cell
GEMIN7,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
GEMIN8,1,FALSE,0,0,0,0,0.520387026,1,0,NA
GEN1,1,FALSE,0,0,0,0,1.20E-05,0.004250676,1,Diverged_in_bulk
GFAP,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
GFI1,0,FALSE,0,1,0,1,0.933712412,1,0,NA
GFI1B,0,FALSE,1,1,0,1,0.047539588,1,0,NA
GFM1,1,FALSE,0,0,0,0,0.051903237,1,0,NA
GFM2,1,FALSE,0,1,1,1,1,1,0,Diverged_in_single-cell
GFOD1,1,FALSE,0,0,0,0,0.014489124,1,0,NA
GFPT1,1,FALSE,0,0,0,0,1,1,0,NA
GFPT2,1,FALSE,0,0,0,0,0.751177798,1,0,NA
GFRA1,1,FALSE,0,0,0,0,1,1,0,NA
GFRA2,1,FALSE,0,0,0,0,1,1,0,NA
GFRA3,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
GFRA4,0,FALSE,0,0,1,1,0.536803461,1,0,NA
GFRAL,1,FALSE,1,1,1,1,1,1,0,Diverged_in_single-cell
GFY,0,FALSE,0,0,0,0,NA,NA,0,NA
GGA1,1,FALSE,0,0,0,0,0.162879526,1,0,NA
GGA3,1,FALSE,0,0,0,0,1,1,0,NA
GGACT,1,FALSE,0,0,1,1,0.215638951,1,0,Diverged_in_single-cell
GGCT,1,FALSE,0,0,0,0,1,1,0,NA
GGCX,1,FALSE,0,1,0,1,0.434922574,1,0,Diverged_in_single-cell
GGH,1,FALSE,0,0,0,0,0.725685757,1,0,NA
GGN,0,FALSE,0,1,0,1,NA,NA,0,NA
