gene,expressed_in_human_nhp,No_variability_within_classes,Div_in_ExN,Div_in_InN,Div_in_NonN,Div_in_atleast1class,human_mammal_adj_pval,human_vert_adj_pval,Div_in_bulk,Divergence_category
NXPH3,1,FALSE,0,0,0,0,0.610369027,1,0,NA
NXPH4,1,FALSE,0,0,0,0,NA,NA,0,NA
NXT1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
NXT2,0,FALSE,0,1,1,1,1,1,0,NA
NYAP1,1,FALSE,0,0,0,0,1,1,0,NA
NYAP2,1,FALSE,0,0,0,0,1,1,0,NA
NYNRIN,1,FALSE,0,0,0,0,1,1,0,NA
OAF,1,FALSE,0,0,0,0,0.478639907,1,0,NA
OARD1,1,FALSE,0,0,0,0,0.055181693,1,0,NA
OAS1,1,FALSE,0,0,0,0,1,1,0,NA
OAS2,1,FALSE,0,0,0,0,1,1,0,NA
OAS3,1,FALSE,0,0,0,0,0.905335908,1,0,NA
OASL,0,FALSE,0,0,0,0,1,1,0,NA
OAT,1,FALSE,0,0,0,0,1,1,0,NA
OAZ1,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
OAZ2,1,FALSE,0,0,0,0,0.564460975,1,0,NA
OAZ3,0,FALSE,0,0,0,0,0.802878653,1,0,NA
OBSCN,1,FALSE,0,0,0,0,0.00489301,0.335521909,0,NA
OBSL1,1,FALSE,0,0,0,0,1,1,0,NA
OC90,0,TRUE,0,0,0,0,1,1,0,NA
OCA2,1,FALSE,0,0,1,1,0.162987949,0.630094848,0,Diverged_in_single-cell
OCEL1,1,FALSE,0,0,0,0,1,1,0,NA
OCIAD1,1,FALSE,0,0,0,0,1,1,0,NA
OCIAD2,1,FALSE,0,0,0,0,1,1,0,NA
OCLN,1,FALSE,1,0,0,1,0.265094091,1,0,Diverged_in_single-cell
OCRL,1,FALSE,0,0,0,0,1,1,0,NA
ODC1,1,FALSE,0,0,0,0,1,1,0,NA
ODF1,0,FALSE,0,0,1,1,0.039864948,1,0,NA
ODF2,1,FALSE,0,0,0,0,0.946534055,1,0,NA
ODF2L,1,FALSE,0,0,0,0,0.658934023,1,0,NA
ODF3,0,TRUE,0,0,0,0,1,1,0,NA
ODF3B,0,TRUE,1,1,0,1,1,1,0,NA
ODF3L1,0,FALSE,0,1,1,1,1,1,0,NA
ODF3L2,1,FALSE,0,0,0,0,0.016435274,1,0,NA
ODF4,0,FALSE,1,0,1,1,NA,NA,0,NA
OFD1,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
OGDH,1,FALSE,0,0,0,0,0.580914924,1,0,NA
OGDHL,1,FALSE,0,0,0,0,1,1,0,NA
OGFOD2,1,FALSE,1,1,0,1,0.000127231,1,0,Diverged_in_single-cell
OGFOD3,1,FALSE,0,0,0,0,0.443411447,1,0,NA
OGFR,1,FALSE,0,0,0,0,1,1,0,NA
OGFRL1,1,FALSE,0,0,0,0,1,1,0,NA
OGG1,1,FALSE,0,0,0,0,1,1,0,NA
OGN,1,FALSE,0,0,0,0,0.159572249,1,0,NA
OGT,1,FALSE,0,0,0,0,0.516437236,1,0,NA
OIP5,1,FALSE,0,0,0,0,0.764793375,1,0,NA
OIT3,1,FALSE,1,0,1,1,0.780587709,0.630094848,0,Diverged_in_single-cell
OLA1,1,FALSE,0,0,0,0,0.456037221,1,0,NA
OLFM1,1,FALSE,0,0,0,0,1,1,0,NA
OLFM2,1,FALSE,0,0,0,0,0.698935972,1,0,NA
OLFM3,1,FALSE,0,0,0,0,1,1,0,NA
OLFM4,0,FALSE,0,0,0,0,1,1,0,NA
OLFML1,0,FALSE,0,0,0,0,1,1,0,NA
OLFML2A,1,FALSE,0,0,0,0,0.595267578,1,0,NA
OLFML2B,1,FALSE,0,0,0,0,0.016173063,0.144531139,0,NA
OLFML3,1,FALSE,0,1,0,1,0.007262471,1,0,Diverged_in_single-cell
OLIG1,1,FALSE,0,0,0,0,1,1,0,NA
OLIG2,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
OLR1,1,FALSE,0,0,0,0,1,1,0,NA
OMA1,1,FALSE,0,0,0,0,0.490007075,1,0,NA
OMD,1,FALSE,0,0,0,0,1,1,0,NA
OMG,1,FALSE,0,0,0,0,0.499977286,1,0,NA
ONECUT1,0,FALSE,0,1,0,1,1,1,0,NA
ONECUT2,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
OPA1,1,FALSE,0,0,0,0,1,1,0,NA
OPA3,1,FALSE,0,0,0,0,0.129687811,1,0,NA
OPALIN,1,FALSE,0,1,0,1,NA,NA,0,Diverged_in_single-cell
OPCML,1,FALSE,0,0,0,0,1,1,0,NA
OPHN1,1,FALSE,0,0,0,0,1,1,0,NA
OPN1SW,1,FALSE,0,0,0,0,0.095358596,0.097410481,0,NA
OPN4,1,FALSE,0,0,0,0,1,1,0,NA
OPN5,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
OPRD1,1,FALSE,0,0,0,0,0.6891914,0.335521909,0,NA
OPRK1,1,FALSE,0,0,0,0,0.927821766,1,0,NA
OPRL1,1,FALSE,0,0,0,0,0.802878653,1,0,NA
OPRM1,1,FALSE,0,0,0,0,1,1,0,NA
OPTC,0,FALSE,1,1,1,1,1,1,0,NA
OPTN,1,FALSE,0,0,0,0,0.6891914,1,0,NA
ORAI1,1,FALSE,0,0,0,0,0.252888372,1,0,NA
ORAI2,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
ORC1,1,FALSE,0,0,0,0,1,1,0,NA
ORC2,1,FALSE,0,0,0,0,0.542691725,1,0,NA
ORC3,1,FALSE,0,0,0,0,1,1,0,NA
ORC4,1,FALSE,0,0,0,0,0.820030451,1,0,NA
ORC5,1,FALSE,0,0,0,0,1,1,0,NA
ORMDL1,1,FALSE,0,0,0,0,0.580761346,1,0,NA
ORMDL2,1,FALSE,0,0,0,0,0.588053934,1,0,NA
ORMDL3,1,FALSE,0,1,1,1,0.356409128,1,0,Diverged_in_single-cell
OS9,1,FALSE,0,0,0,0,1,1,0,NA
OSBP,1,FALSE,0,0,0,0,1,1,0,NA
OSBP2,1,FALSE,0,0,0,0,0.777004172,1,0,NA
OSBPL10,1,FALSE,0,0,0,0,1,1,0,NA
OSBPL11,1,FALSE,0,0,0,0,1,1,0,NA
OSBPL1A,1,FALSE,0,0,0,0,1,1,0,NA
OSBPL2,1,FALSE,0,0,0,0,1,1,0,NA
OSBPL3,1,FALSE,0,0,0,0,0.703391263,1,0,NA
OSBPL5,1,FALSE,0,0,0,0,0.182808997,1,0,NA
OSBPL6,1,FALSE,0,0,0,0,0.27700267,1,0,NA
OSBPL7,1,FALSE,0,0,0,0,1,1,0,NA
OSBPL8,1,FALSE,0,0,0,0,1,1,0,NA
OSBPL9,1,FALSE,0,0,0,0,1,1,0,NA
OSCAR,1,FALSE,0,0,0,0,1,1,0,NA
OSCP1,1,FALSE,0,0,0,0,1,1,0,NA
OSER1,1,FALSE,0,0,0,0,1,1,0,NA
OSGEP,1,FALSE,0,0,0,0,1,1,0,NA
OSGEPL1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
OSGIN2,1,FALSE,0,0,0,0,1,1,0,NA
OSMR,1,FALSE,0,0,0,0,1,1,0,NA
OSR1,0,FALSE,0,1,1,1,1,1,0,NA
OST4,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
OSTC,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
OSTF1,1,FALSE,0,0,0,0,1,1,0,NA
OSTM1,1,FALSE,0,0,0,0,1,1,0,NA
OSTN,1,FALSE,0,0,0,0,0.866754878,1,0,NA
OTOF,1,FALSE,0,0,0,0,0.000588155,0.048054313,1,Diverged_in_bulk
OTOG,0,FALSE,0,1,1,1,1,1,0,NA
OTOGL,1,FALSE,0,0,0,0,1,1,0,NA
OTOL1,0,TRUE,0,1,0,1,1,1,0,NA
OTOP2,0,FALSE,0,0,0,0,0.590195007,1,0,NA
OTOP3,0,FALSE,0,1,0,1,1,1,0,NA
OTOR,0,TRUE,0,0,0,0,1,1,0,NA
OTOS,0,TRUE,0,0,0,0,0.997299058,1,0,NA
OTP,0,TRUE,1,0,0,1,1,1,0,NA
OTUB1,1,FALSE,0,0,0,0,1,1,0,NA
OTUB2,1,FALSE,0,0,0,0,2.72E-05,4.78E-05,1,Diverged_in_bulk
OTUD1,1,FALSE,0,0,0,0,0.776958755,1,0,NA
OTUD3,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
OTUD4,1,FALSE,0,0,0,0,0.96487181,1,0,NA
OTUD6B,1,FALSE,1,0,0,1,0.48365029,1,0,Diverged_in_single-cell
OTUD7A,1,FALSE,0,0,0,0,0.927270923,1,0,NA
OTUD7B,1,FALSE,0,0,0,0,0.770577292,1,0,NA
OTULIN,1,FALSE,0,0,0,0,1,1,0,NA
OTX1,0,FALSE,0,1,0,1,1,1,0,NA
OVCH2,1,FALSE,0,0,0,0,0.000258239,0.850565207,0,NA
OVGP1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
OVOL1,0,TRUE,1,1,0,1,1,1,0,NA
OVOL2,1,FALSE,0,0,0,0,1,1,0,NA
OVOL3,1,FALSE,0,0,0,0,1,1,0,NA
OXA1L,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
OXER1,0,FALSE,0,1,0,1,1,1,0,NA
OXGR1,0,TRUE,0,0,0,0,0.000291775,0.001052938,1,NA
OXLD1,1,FALSE,0,0,0,0,1,1,0,NA
OXNAD1,1,FALSE,0,0,0,0,0.060417329,0.123045839,0,NA
OXR1,1,FALSE,0,0,0,0,1,1,0,NA
OXSM,1,FALSE,1,0,0,1,0.718418003,1,0,Diverged_in_single-cell
OXSR1,1,FALSE,0,0,0,0,1,1,0,NA
OXTR,1,FALSE,0,0,0,0,0.027881269,2.65E-05,1,Diverged_in_bulk
P2RX1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
P2RX2,0,TRUE,0,0,0,0,1,1,0,NA
P2RX3,0,FALSE,0,1,0,1,1,1,0,NA
P2RX4,1,FALSE,0,0,0,0,1,1,0,NA
P2RX6,1,FALSE,0,0,0,0,0.013747623,1,0,NA
P2RX7,1,FALSE,0,0,0,0,1,1,0,NA
P2RY1,1,FALSE,0,0,0,0,0.327943891,1,0,NA
P2RY11,1,FALSE,0,1,0,1,0.055199273,1,0,Diverged_in_single-cell
P2RY12,1,FALSE,0,0,0,0,1,1,0,NA
P2RY13,1,FALSE,0,0,0,0,1,1,0,NA
P2RY14,1,FALSE,0,0,0,0,1,1,0,NA
P2RY2,0,FALSE,1,1,0,1,1,1,0,NA
P2RY6,1,FALSE,0,0,0,0,1,1,0,NA
P3H1,1,FALSE,0,0,0,0,0.825706055,1,0,NA
P3H2,1,FALSE,0,0,0,0,6.71E-05,0.001383179,1,Diverged_in_bulk
P3H3,1,FALSE,0,0,0,0,1,1,0,NA
P3H4,1,FALSE,0,0,0,0,0.134491194,1,0,NA
P4HA1,1,FALSE,0,0,0,0,0.376181488,1,0,NA
P4HA2,1,FALSE,0,0,0,0,0.258334035,1,0,NA
P4HA3,1,FALSE,0,1,0,1,0.282481213,1,0,Diverged_in_single-cell
P4HB,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
P4HTM,1,FALSE,0,0,0,0,0.380445481,1,0,NA
PA2G4,1,FALSE,0,1,1,1,0.170243893,1,0,Diverged_in_single-cell
PAAF1,1,FALSE,0,0,0,0,1,1,0,NA
PABPC1,1,FALSE,0,0,0,0,0.799430746,1,0,NA
PABPC1L,1,FALSE,0,0,0,0,1,1,0,NA
PABPC1L2B,1,TRUE,0,1,0,1,1,1,0,NA
PABPC3,0,TRUE,1,0,0,1,0.000584564,1,0,NA
PABPC4,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PABPC4L,0,TRUE,0,0,0,0,NA,NA,0,NA
PABPC5,1,FALSE,0,0,0,0,NA,NA,0,NA
PACRG,1,FALSE,0,0,0,0,0.607298282,1,0,NA
PACRGL,1,FALSE,1,0,1,1,0.87265073,1,0,Diverged_in_single-cell
PACS1,1,FALSE,0,0,0,0,1,1,0,NA
PACS2,1,FALSE,0,0,0,0,1,1,0,NA
PACSIN1,1,FALSE,0,0,0,0,1,1,0,NA
PACSIN2,1,FALSE,0,0,0,0,1,1,0,NA
PACSIN3,1,FALSE,0,0,0,0,0.340403101,1,0,NA
PADI1,0,FALSE,0,1,0,1,1,1,0,NA
PADI2,1,FALSE,0,0,0,0,0.196618319,1,0,NA
PADI3,0,FALSE,0,1,0,1,0.766071709,1,0,NA
PADI4,0,FALSE,0,1,0,1,1,1,0,NA
PADI6,1,FALSE,1,1,0,1,0.34814572,1,0,Diverged_in_single-cell
PAF1,1,FALSE,1,0,0,1,0.927821766,1,0,Diverged_in_single-cell
PAFAH1B1,1,FALSE,0,0,0,0,0.01390675,1,0,NA
PAFAH1B2,1,FALSE,0,0,0,0,0.415380453,1,0,NA
PAFAH1B3,1,FALSE,0,0,0,0,0.341829169,1,0,NA
PAFAH2,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PAG1,1,FALSE,0,0,0,0,1,1,0,NA
PAH,1,FALSE,0,0,0,0,0.000113142,0.116560504,0,NA
PAIP1,1,FALSE,0,1,1,1,0.022464719,1,0,Diverged_in_single-cell
PAIP2,1,FALSE,0,0,0,0,0.130721368,1,0,NA
PAIP2B,1,FALSE,0,0,0,0,1,1,0,NA
PAK1,1,FALSE,0,0,0,0,1,1,0,NA
PAK2,1,FALSE,0,0,0,0,0.866754878,1,0,NA
PAK3,1,FALSE,0,0,0,0,1,1,0,NA
PAK4,1,FALSE,0,0,0,0,0.209615442,1,0,NA
PAK6,1,FALSE,0,0,0,0,0.257184925,1,0,NA
PALD1,1,FALSE,0,0,0,0,0.014951539,1,0,NA
PALLD,1,FALSE,0,0,0,0,0.117906518,1,0,NA
PALM,1,FALSE,0,0,0,0,0.184177876,1,0,NA
PALM2,1,FALSE,0,0,0,0,NA,NA,0,NA
PALM3,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PALMD,1,FALSE,0,0,0,0,1,1,0,NA
PAM,1,FALSE,0,0,0,0,0.640819941,1,0,NA
PAMR1,1,FALSE,0,0,0,0,1,1,0,NA
PAN2,1,FALSE,0,0,0,0,0.131085044,1,0,NA
PAN3,1,FALSE,0,0,0,0,1,1,0,NA
PANK1,1,FALSE,0,0,0,0,1,1,0,NA
PANK2,1,FALSE,0,0,0,0,0.853204822,1,0,NA
PANK3,1,FALSE,0,0,0,0,1,1,0,NA
PANK4,1,FALSE,0,0,0,0,1.79E-05,0.250483832,0,NA
PANX1,1,FALSE,0,0,0,0,0.881491125,1,0,NA
PANX2,1,FALSE,0,0,1,1,0.516437236,1,0,Diverged_in_single-cell
PANX3,0,FALSE,0,1,0,1,1,1,0,NA
PAOX,1,FALSE,0,0,0,0,1,1,0,NA
PAPLN,1,FALSE,1,1,0,1,1,1,0,Diverged_in_single-cell
PAPOLA,1,FALSE,0,0,0,0,0.946534055,1,0,NA
PAPOLG,1,FALSE,0,0,0,0,0.662777204,1,0,NA
PAPPA,1,FALSE,0,0,0,0,0.018041248,0.924379855,0,NA
PAPPA2,1,FALSE,0,1,0,1,0.888429507,1,0,Diverged_in_single-cell
PAPSS1,1,FALSE,0,0,0,0,0.978127611,1,0,NA
PAPSS2,1,FALSE,0,0,0,0,0.927821766,1,0,NA
PAQR3,1,FALSE,0,0,0,0,1,1,0,NA
PAQR5,1,FALSE,0,0,0,0,1,1,0,NA
PAQR6,1,FALSE,0,0,0,0,1,1,0,NA
PAQR7,1,FALSE,0,0,0,0,1,1,0,NA
PAQR8,1,FALSE,0,0,0,0,0.024482685,1,0,NA
PAQR9,1,FALSE,0,0,0,0,1,1,0,NA
PARD3,1,FALSE,0,0,0,0,1,1,0,NA
PARD6B,1,FALSE,0,0,1,1,0.744538516,1,0,Diverged_in_single-cell
PARK7,1,FALSE,0,0,0,0,0.23774664,1,0,NA
PARM1,1,FALSE,0,0,0,0,0.258897722,1,0,NA
PARP1,1,FALSE,0,0,0,0,1,1,0,NA
PARP11,1,FALSE,0,0,0,0,1,1,0,NA
PARP12,1,FALSE,0,0,0,0,0.671616908,1,0,NA
PARP14,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PARP16,1,FALSE,0,0,0,0,1,1,0,NA
PARP2,1,FALSE,1,0,1,1,0.155560946,1,0,Diverged_in_single-cell
PARP3,1,FALSE,0,0,0,0,0.010168798,1,0,NA
PARP4,1,FALSE,0,0,0,0,1,1,0,NA
PARP8,1,FALSE,0,0,0,0,1,1,0,NA
PARP9,1,FALSE,0,0,0,0,0.893876156,1,0,NA
PARPBP,1,FALSE,0,0,0,0,0.047129674,1,0,NA
PARVA,1,FALSE,0,0,0,0,0.240108459,1,0,NA
PARVG,1,FALSE,0,0,0,0,1,1,0,NA
PASD1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PASK,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PATE4,0,FALSE,0,1,0,1,NA,NA,0,NA
PATL1,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PATL2,1,FALSE,0,0,0,0,1,1,0,NA
PATZ1,1,FALSE,0,0,0,0,1,1,0,NA
PAWR,1,FALSE,0,0,0,0,0.957947378,1,0,NA
PAX2,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PAX3,0,FALSE,0,0,1,1,1,1,0,NA
PAX5,1,FALSE,0,1,0,1,1,1,0,Diverged_in_single-cell
PAX6,1,FALSE,0,0,0,0,0.458346066,1,0,NA
PAX7,1,FALSE,0,0,1,1,0.849716681,1,0,Diverged_in_single-cell
PAX8,0,FALSE,1,0,0,1,0.007699531,0.682025917,0,NA
PAX9,0,FALSE,0,0,1,1,1,0.850565207,0,NA
PAXBP1,1,FALSE,0,0,0,0,0.609691044,1,0,NA
PAXIP1,1,FALSE,0,0,1,1,0.640819941,1,0,Diverged_in_single-cell
PBDC1,1,FALSE,0,0,0,0,1,1,0,NA
PBK,0,FALSE,0,0,0,0,0.811221094,1,0,NA
PBLD,1,FALSE,0,0,1,1,0.234803718,1,0,Diverged_in_single-cell
PBRM1,1,FALSE,0,0,0,0,0.234070378,1,0,NA
PBX1,1,FALSE,0,0,0,0,1,1,0,NA
PBX2,1,FALSE,0,0,0,0,8.26E-06,4.42E-06,1,Diverged_in_bulk
PBX3,1,FALSE,0,0,0,0,0.102953616,1,0,NA
PBXIP1,1,FALSE,0,0,0,0,NA,NA,0,NA
PC,1,FALSE,0,0,0,0,0.419278781,1,0,NA
PCBD1,1,FALSE,0,0,0,0,1,1,0,NA
PCBD2,1,FALSE,0,0,0,0,4.79E-05,0.001016972,1,Diverged_in_bulk
PCBP1,1,FALSE,0,1,0,1,0.148461688,1,0,Diverged_in_single-cell
PCBP2,1,FALSE,0,0,0,0,1,1,0,NA
PCBP3,1,FALSE,0,0,0,0,0.088079676,0.068515095,0,NA
PCBP4,1,FALSE,0,0,0,0,0.927821766,1,0,NA
PCCA,1,FALSE,0,0,0,0,0.000979578,1,0,NA
PCCB,1,FALSE,0,0,0,0,1,1,0,NA
PCDH1,1,FALSE,0,0,0,0,0.806368642,1,0,NA
PCDH10,1,FALSE,0,0,0,0,1,1,0,NA
PCDH12,1,FALSE,1,1,0,1,5.44E-06,1.58E-05,1,Diverged_in_both
PCDH15,1,FALSE,0,0,0,0,1,1,0,NA
PCDH17,1,FALSE,0,0,0,0,0.588053934,1,0,NA
PCDH18,1,FALSE,0,0,0,0,1,1,0,NA
PCDH19,1,FALSE,0,0,0,0,1,1,0,NA
PCDH20,1,FALSE,0,0,0,0,1,1,0,NA
PCDH7,1,FALSE,0,0,0,0,1,1,0,NA
PCDH9,1,FALSE,0,0,0,0,0.007567639,0.690987991,0,NA
PCED1A,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PCED1B,1,FALSE,0,0,0,0,1,1,0,NA
PCF11,1,FALSE,0,0,0,0,0.014468191,1,0,NA
PCGF1,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PCGF2,1,FALSE,0,0,0,0,8.26E-06,1.20E-05,1,Diverged_in_bulk
PCGF3,1,FALSE,0,0,1,1,0.083237579,1,0,Diverged_in_single-cell
PCGF5,1,FALSE,0,0,0,0,1,1,0,NA
PCGF6,1,FALSE,0,0,0,0,1,1,0,NA
PCID2,1,FALSE,0,0,0,0,0.095260671,1,0,NA
PCIF1,1,FALSE,0,0,1,1,0.213811137,1,0,Diverged_in_single-cell
PCK2,1,FALSE,0,0,0,0,0.00053011,1,0,NA
PCLO,1,FALSE,0,0,0,0,1,1,0,NA
PCM1,1,FALSE,0,0,0,0,0.725685757,1,0,NA
PCMT1,1,FALSE,0,0,0,0,1,1,0,NA
PCMTD1,1,FALSE,0,0,0,0,1,1,0,NA
PCMTD2,1,FALSE,0,0,0,0,0.234070378,1,0,NA
PCNA,1,FALSE,0,0,1,1,0.718418003,1,0,Diverged_in_single-cell
PCNP,1,FALSE,0,0,0,0,1,1,0,NA
PCNT,1,FALSE,0,0,1,1,0.681043024,1,0,Diverged_in_single-cell
PCOLCE,0,FALSE,0,0,0,0,0.055725683,1,0,NA
PCOLCE2,1,FALSE,0,0,0,0,0.266670354,1,0,NA
PCP2,0,FALSE,0,0,0,0,NA,NA,0,NA
PCP4,1,FALSE,0,0,0,0,1,1,0,NA
PCP4L1,1,FALSE,0,0,1,1,0.055181693,0.907676768,0,Diverged_in_single-cell
PCSK1,1,FALSE,0,0,0,0,0.647470551,1,0,NA
PCSK2,1,FALSE,0,0,0,0,1,1,0,NA
PCSK4,1,FALSE,0,0,0,0,1,1,0,NA
PCSK5,1,FALSE,0,0,0,0,0.004912713,0.027283996,1,Diverged_in_bulk
PCSK7,1,FALSE,0,0,1,1,0.008618344,1,0,Diverged_in_single-cell
PCSK9,0,FALSE,0,1,1,1,1,1,0,NA
PCTP,1,FALSE,0,0,0,0,1,1,0,NA
PCYOX1,1,FALSE,0,0,0,0,0.640819941,1,0,NA
PCYOX1L,1,FALSE,0,0,0,0,0.853204822,1,0,NA
PCYT1A,1,FALSE,0,0,0,0,0.303898426,1,0,NA
PCYT1B,1,FALSE,0,0,0,0,1,1,0,NA
PCYT2,1,FALSE,0,0,0,0,0.399137658,1,0,NA
PDAP1,1,FALSE,0,0,0,0,0.287808346,1,0,NA
PDC,1,FALSE,0,0,0,0,1,1,0,NA
PDCD1,0,TRUE,0,0,0,0,0.091496641,0.931552607,0,NA
PDCD10,1,FALSE,0,0,0,0,1,1,0,NA
PDCD11,1,FALSE,0,0,0,0,0.989498431,1,0,NA
PDCD1LG2,1,FALSE,0,0,0,0,1,1,0,NA
PDCD2,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PDCD2L,1,FALSE,0,0,0,0,0.105718219,1,0,NA
PDCD4,1,FALSE,0,0,0,0,1,1,0,NA
PDCD5,1,FALSE,0,0,0,0,0.824719118,1,0,NA
PDCD6,1,FALSE,1,0,0,1,0.382801228,1,0,Diverged_in_single-cell
PDCD6IP,1,FALSE,1,0,0,1,1,1,0,Diverged_in_single-cell
PDCD7,1,FALSE,0,0,0,0,0.498516391,1,0,NA
PDCL,1,FALSE,0,0,0,0,0.718418003,1,0,NA
PDCL2,1,FALSE,0,0,1,1,0.37817704,1,0,Diverged_in_single-cell
PDCL3,1,FALSE,0,0,0,0,0.476763929,1,0,NA
PDE10A,1,FALSE,0,0,0,0,1,1,0,NA
PDE11A,1,FALSE,0,0,0,0,0.997661558,1,0,NA
PDE12,1,FALSE,1,1,1,1,1,1,0,Diverged_in_single-cell
PDE1A,1,FALSE,0,0,0,0,1,1,0,NA
PDE1B,1,FALSE,0,0,0,0,1,1,0,NA
PDE1C,1,FALSE,0,0,0,0,1,1,0,NA
PDE2A,1,FALSE,0,0,0,0,1,1,0,NA
PDE3A,1,FALSE,0,0,0,0,0.109279965,1,0,NA
PDE3B,1,FALSE,0,0,0,0,1,1,0,NA
PDE4A,1,FALSE,0,0,0,0,1,1,0,NA
PDE4B,1,FALSE,0,0,0,0,1,1,0,NA
PDE4C,1,FALSE,0,0,0,0,1,1,0,NA
PDE4D,1,FALSE,0,0,0,0,0.272489779,1,0,NA
PDE5A,1,FALSE,1,1,0,1,0.27700267,1,0,Diverged_in_single-cell
PDE6A,1,FALSE,0,0,0,0,1,1,0,NA
PDE6B,1,FALSE,1,0,1,1,0.683826075,1,0,Diverged_in_single-cell
PDE6C,1,FALSE,0,0,0,0,1,1,0,NA
PDE6D,1,FALSE,0,0,0,0,1,1,0,NA
PDE6G,1,FALSE,0,0,0,0,1,1,0,NA
PDE7A,1,FALSE,0,0,0,0,1,1,0,NA
PDE7B,1,FALSE,0,0,0,0,0.004573646,1,0,NA
PDE8B,1,FALSE,0,0,0,0,0.802878653,1,0,NA
PDE9A,1,FALSE,0,0,0,0,1,1,0,NA
PDGFA,1,FALSE,0,0,0,0,1,1,0,NA
PDGFB,1,FALSE,0,0,0,0,0.049808322,1,0,NA
PDGFC,1,FALSE,0,0,0,0,1,1,0,NA
PDGFD,1,FALSE,0,0,0,0,0.001376599,1,0,NA
PDGFRA,1,FALSE,0,0,0,0,0.832166613,1,0,NA
PDGFRB,1,FALSE,0,0,0,0,0.951460084,1,0,NA
PDGFRL,1,FALSE,0,0,0,0,0.421490065,1,0,NA
PDHA1,1,FALSE,0,0,0,0,1,1,0,NA
PDHB,1,FALSE,0,0,1,1,0.00026034,0.314701908,0,Diverged_in_single-cell
PDHX,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PDIA3,1,FALSE,0,0,0,0,0.200627514,1,0,NA
PDIA4,1,FALSE,0,0,0,0,1,1,0,NA
PDIA5,1,FALSE,0,0,0,0,0.777004172,1,0,NA
PDIA6,1,FALSE,0,0,1,1,0.946534055,1,0,Diverged_in_single-cell
PDIK1L,1,FALSE,0,0,0,0,0.239262862,1,0,NA
PDK1,1,FALSE,0,0,0,0,0.839230141,1,0,NA
PDK2,1,FALSE,0,0,0,0,0.874582254,1,0,NA
PDK3,1,FALSE,0,0,0,0,0.873429308,1,0,NA
PDK4,1,FALSE,0,0,0,0,1,1,0,NA
PDLIM1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PDLIM2,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PDLIM3,1,FALSE,0,0,0,0,0.242940337,1,0,NA
PDLIM4,0,FALSE,0,0,0,0,1,1,0,NA
PDLIM5,1,FALSE,0,0,0,0,0.313111436,1,0,NA
PDLIM7,1,FALSE,0,0,0,0,1,1,0,NA
PDP1,1,FALSE,0,0,0,0,0.951460084,1,0,NA
PDPN,1,FALSE,0,0,0,0,NA,NA,0,NA
PDRG1,1,FALSE,0,0,1,1,1,1,0,Diverged_in_single-cell
PDS5A,1,FALSE,0,0,0,0,0.476755591,1,0,NA
PDS5B,1,FALSE,0,0,0,0,0.6891914,1,0,NA
PDSS1,1,FALSE,0,0,0,0,0.983754639,1,0,NA
PDSS2,1,FALSE,0,0,0,0,1,1,0,NA
PDXK,1,FALSE,0,0,0,0,1,1,0,NA
PDYN,1,FALSE,0,0,0,0,1,1,0,NA
PDZD11,1,FALSE,0,0,0,0,0.376181488,1,0,NA
PDZD2,1,FALSE,0,0,0,0,0.395532122,1,0,NA
PDZD3,0,FALSE,0,1,0,1,1,1,0,NA
PDZD4,1,FALSE,0,0,0,0,1,1,0,NA
PDZD7,1,FALSE,0,0,0,0,1,1,0,NA
PDZD8,1,FALSE,0,0,0,0,1,1,0,NA
PDZK1,1,FALSE,0,0,1,1,0.325525034,1,0,Diverged_in_single-cell
